EmployeeNumber,Age,Gender,Attrition,BusinessTravel,Department,JobRole,EducationField,MaritalStatus,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,StandardHours,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
689,38,Male,No,Non-Travel,Engineering,Engineering Manager,Other,Divorced,3,3,1,3,80,713,31,19031,3828,4,1,4,6,Y,No,22,4,4,1,15,1,1,14,3,3,14
552,38,Male,No,Non-Travel,Product,Product Analyst,Information Technology,Married,9,3,1,4,80,458,65,13815,7270,3,2,1,3,Y,No,15,3,4,0,20,2,3,19,8,18,1
545,35,Female,No,Travel_Rarely,Product,Product Analyst,Business Administration,Divorced,26,1,1,4,80,1001,77,4343,12540,2,3,2,3,Y,No,11,3,3,1,15,2,3,6,0,1,3
1035,33,Female,No,Travel_Rarely,Engineering,Software Engineer,Other,Married,27,3,1,3,80,885,73,7978,6522,4,2,3,5,Y,No,12,3,2,1,15,2,2,9,7,1,0
1042,36,Male,Yes,Travel_Rarely,Data & Analytics,Data Engineer,Computer Science,Single,28,4,1,2,80,704,94,26459,3794,4,2,4,6,Y,No,19,3,4,0,15,4,2,1,0,0,0
1022,26,Male,Yes,Non-Travel,Engineering,Qa Engineer,Computer Science,Single,11,2,1,2,80,1210,58,26938,3040,4,1,2,8,Y,No,16,3,2,1,7,5,2,0,0,0,0
973,35,Unknown,No,Travel_Rarely,Sales,Sales Manager,Marketing,Divorced,28,2,1,1,80,828.5,51,20233,8213,4,2,2,0,Y,Yes,25,3,1,0,16,4,1,3,1,1,2
404,24,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Other,Divorced,28,3,1,1,80,1088,64,15004,9961,2,3,1,2,Y,No,14,3,2,0,3,5,3,2,1,1,0
1462,34,Male,No,Travel_Frequently,Engineering,Engineering Manager,Software Engineering,Married,20,4,1,1,80,439,50,25878,13353,2,5,1,1,Y,No,25,4,4,0,14,1,3,1,1,1,1
363,42,Female,No,Non-Travel,Customer Support,Technical Support Engineer,Unknown,Divorced,22,1,1,3,80,1062,82,3732,4605,1,1,3,8,Y,No,14,3,4,1,22,1,3,11,4,1,1
272,32,Male,No,Travel_Frequently,Sales,Account Manager,Marketing,Married,29,5,1,1,80,602,98,16781,10323,1,3,4,2,Y,No,16,3,3,1,11,2,0,9,4,7,4
467,46,Female,No,Travel_Rarely,Engineering,Qa Engineer,Computer Science,Married,27,3,1,0,80,933,93,14154,6717,1,2,3,7,Y,Yes,18,3,3,2,28,3,2,0,0,0,0
1323,30,Male,No,Travel_Rarely,Engineering,Devops Engineer,Software Engineering,Single,1,1,1,3,80,305,68,18922,4224,1,1,4,3,Y,No,15,3,3,0,10,5,3,7,2,7,7
1091,43,Male,No,Travel_Rarely,Product,Product Manager,Information Technology,Divorced,20,4,1,2,80,317,70,2601,5002,1,1,2,2,Y,No,14,3,3,1,27,6,3,16,11,9,6
278,32,Male,No,Travel_Rarely,Engineering,Qa Engineer,Computer Science,Divorced,5,3,1,4,80,808,34,2252,13033,2,4,3,8,Y,Yes,18,3,3,1,8,4,2,2,2,0,2
1321,44,Male,No,Travel_Frequently,Data & Analytics,Data Engineer,Statistics,Married,6,3,1,3,80,185,53,7885,4279,4,1,3,9,Y,Yes,25,4,4,3,23,2,3,0,0,0,0
1405,43,Male,Yes,Travel_Frequently,Engineering,Senior Software Engineer,Software Engineering,Single,8,3,1,2,80,487,97,18304,3515,3,2,4,9,Y,No,18,3,4,2,22,4,2,8,4,4,3
1438,38,Female,No,Travel_Rarely,Customer Support,Support Team Lead,Other,Married,15,3,1,4,80,1029,57,2429,14640,2,3,4,1,Y,No,16,3,1,1,18,4,3,15,4,14,15
442,28,Female,No,Travel_Rarely,Sales,Sales Manager,Business Administration,Single,15,3,1,2,80,546,78,2031,5403,2,2,1,7,Y,No,23,3,3,1,6,6,3,2,2,2,0
1212,42,Male,No,Travel_Rarely,Product,Ux Designer,Information Technology,Married,18,2,1,3,80,1332,56,3015,4453,3,1,2,0,Y,No,17,3,2,0,20,4,3,1,1,1,0
787,29,Male,Yes,Travel_Frequently,Engineering,Engineering Manager,Computer Science,Single,19,3,1,1,80,677,53,6830,22815,4,5,2,0,Y,No,17,3,1,0,7,3,3,1,0,0,1
1141,41,Male,No,Travel_Rarely,Sales,Sales Executive,Business Administration,Married,19,2,1,4,80,1409,71,21741,6873,4,2,3,0,Y,No,14,3,4,2,22,5,2,21,2,14,16
443,32,Female,No,Travel_Rarely,Customer Support,Customer Support Specialist,Information Technology,Married,11,2,1,3,80,1065,82,22004,20613,1,5,3,3,Y,No,14,3,3,0,15,1,3,8,5,8,3
300,32,Female,No,Travel_Rarely,Marketing,Marketing Specialist,Business Administration,Married,17,3,1,3,80,135,97,6752,2046,2,1,2,6,Y,Unknown,16,4,2,1,15,0,3,8,3,1,6
921,46,Female,No,Travel_Rarely,Product,Ux Designer,Information Technology,Single,24,5,1,2,80,1142,80,3992,6737,2,2,1,4,Y,Yes,23,3,3,0,23,2,3,3,2,1,1
376,43,Male,No,Travel_Frequently,It Operations,System Administrator,Other,Married,19,4,1,2,80,1094,45,16284,4576,3,2,4,3,Y,Yes,22,3,3,2,22,2,2,16,11,5,10
1003,29,Female,No,Travel_Frequently,Sales,Account Manager,Other,Married,12,3,1,1,80,1262,42,18697,5202,4,2,1,2,Y,No,22,3,4,0,11,2,3,11,3,8,4
1165,52,Female,No,Travel_Frequently,Marketing,Digital Marketing Manager,Business Administration,Single,10,3,1,3,80,749,96,25180,7040,2,2,3,0,Y,No,20,4,1,1,34,4,3,12,3,7,9
914,28,Male,Yes,Non-Travel,Sales,Account Manager,Unknown,Single,20,3,1,1,80,809,71,12025,3470,3,1,2,4,Y,No,12,3,2,2,9,4,0,4,3,2,4
968,38,Female,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Human Resources,Married,14,3,1,4,80,1393,60,23927,2270,4,2,4,3,Y,No,12,4,3,0,22,2,3,6,5,0,2
473,39,Male,Yes,Travel_Rarely,Sales,Account Manager,Computer Science,Married,18,3,1,4,80,640,45,6632,7562,1,3,2,9,Y,Yes,24,3,3,2,18,4,3,9,6,9,3
863,20,Male,No,Travel_Rarely,Data & Analytics,Data Analyst,Statistics,Single,9,4,1,4,80,1371,41,6984,12757,3,3,3,9,Y,No,18,3,1,0,2,2,3,2,0,0,1
564,37,Male,No,Non-Travel,Sales,Sales Executive,Computer Science,Single,15,4,1,2,80,319,91,9182,13371,4,4,3,7,Y,Unknown,15,3,2,3,19,3,3,10,1,5,4
1344,36,Female,No,Travel_Rarely,Data & Analytics,Data Engineer,Statistics,Divorced,11,1,1,4,80,1386,30,26489,7273,3,2,3,0,Y,No,21,4,1,1,17,3,3,17,4,16,14
751,23,Male,No,Travel_Rarely,Sales,Account Manager,Other,Married,17,1,1,4,80,1125,74,7191,19660,2,5,3,4,Y,No,11,3,4,0,4,5,3,2,0,2,1
389,35,Male,No,Travel_Rarely,Engineering,Software Engineer,Computer Science,Divorced,6,4,1,1,80,368,40,26413,6524,2,2,3,7,Y,Yes,14,3,3,3,16,2,3,13,3,8,10
23,34,Female,Yes,Travel_Frequently,Marketing,Digital Marketing Manager,Other,Married,15,3,1,1,80,200,90,3398,25000,2,5,3,3,Y,Yes,23,3,2,0,16,3,2,4,1,2,4
880,30,Male,No,Travel_Frequently,Data & Analytics,Data Scientist,Computer Science,Divorced,29,2,1,4,80,1270,72,4687,8022,3,2,1,9,Y,Yes,21,3,4,1,9,4,2,8,3,0,5
125,29,Male,No,Travel_Rarely,It Operations,It Manager,Electrical Engineering,Married,16,2,1,3,80,1161,77,13569,7203,2,2,2,4,Y,No,16,3,3,2,7,2,1,5,0,1,5
424,32,Male,No,Travel_Rarely,Engineering,Devops Engineer,Information Technology,Married,7,4,1,4,80,167,89,7005,2364,3,1,3,5,Y,No,24,3,1,1,12,1,3,0,0,0,0
774,48,Female,Yes,Travel_Rarely,Sales,Sales Manager,Computer Science,Single,24,3,1,3,80,1360,44,12864,7318,1,3,2,8,Y,No,25,3,1,2,32,3,4,7,6,6,4
1331,39,Male,Yes,Travel_Rarely,Customer Support,Support Team Lead,Business Administration,Single,24,3,1,3,80,1207,76,2139,7324,2,3,2,4,Y,No,25,3,1,1,20,2,3,4,1,4,0
471,44,Female,No,Non-Travel,It Operations,It Support Engineer,Electrical Engineering,Married,10,4,1,4,80,264,65,17366,10189,2,3,3,1,Y,No,20,3,1,0,24,1,2,10,5,5,8
722,33,Female,No,Travel_Frequently,Data & Analytics,Data Scientist,Data Science,Married,28,4,1,2,80,140,38,13276,4911,2,1,3,6,Y,No,17,3,3,0,13,3,0,11,7,2,4
1386,33,Male,No,Travel_Frequently,Engineering,Devops Engineer,Electrical Engineering,Married,9,4,1,4,80,1170,53,22317,2084,3,1,2,0,Y,No,13,3,1,1,17,2,2,9,0,0,9
1195,24,Male,Yes,Travel_Rarely,Sales,Sales Executive,Business Administration,Single,2,2,1,1,80,1497,63,18280,3232,3,1,3,3,Y,No,18,3,2,1,2,2,1,1,0,0,0
143,38,Female,No,Travel_Rarely,Engineering,Qa Engineer,Information Technology,Single,23,3,1,2,80,1334,68,9498,2460,3,1,4,9,Y,No,15,3,2,1,20,2,4,18,17,10,13
51,39,Male,No,Travel_Frequently,Product,Ux Designer,Information Technology,Married,5,4,1,4,80,474,40,14281,14568,2,4,1,8,Y,No,19,3,2,0,18,0,2,6,1,5,5
1382,20,Male,No,Travel_Rarely,Data & Analytics,Data Analyst,Data Science,Married,25,4,1,0,80,484,57,4853,4144,2,1,2,0,Y,No,14,3,2,1,0,2,2,0,0,0,0
1115,29,Female,Yes,Travel_Rarely,Human Resources,Hr Manager,Business Administration,Married,25,4,1,1,80,817,88,26802,6296,3,3,1,2,Y,Yes,19,3,2,1,12,2,3,3,3,0,3
624,36,Male,Yes,Travel_Frequently,Human Resources,Hr Executive,Business Administration,Single,7,4,1,4,80,978,94,16954,16743,1,4,4,9,Y,Yes,25,3,1,3,15,1,3,3,0,1,0
1078,20,Male,No,Travel_Rarely,Engineering,Qa Engineer,Other,Married,11,4,1,4,80,282,30,21052,15672,4,4,1,2,Y,No,21,3,3,0,4,2,3,2,2,1,1
82,30,Male,No,Non-Travel,Customer Support,Technical Support Engineer,Business Administration,Married,27,3,1,4,80,1158,64,5910,9498,1,3,3,2,Y,No,23,4,2,0,11,3,2,3,3,0,0
704,50,Male,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Human Resources,Married,8,3,1,1,80,426,50,19291,14487,1,3,1,1,Y,No,15,3,4,0,33,2,3,30,3,23,9
483,40,Female,No,Travel_Frequently,Engineering,Engineering Manager,Electrical Engineering,Married,21,3,1,1,80,1353,45,5488,2516,2,1,2,1,Y,Yes,15,4,2,1,18,3,3,6,6,1,2
322,31,Male,Yes,Travel_Rarely,Engineering,Software Engineer,Electrical Engineering,Divorced,1,3,1,1,80,385,33,13464,7021,4,2,4,9,Y,Yes,21,3,4,3,11,2,3,0,0,0,0
1237,37,Male,No,Travel_Rarely,It Operations,It Support Engineer,Computer Science,Single,18,3,1,2,80,549,64,25611,3681,2,1,2,8,Y,Yes,24,3,4,1,19,2,4,10,8,7,8
506,29,Male,No,Travel_Rarely,Data & Analytics,Bi Analyst,Information Technology,Single,25,3,1,1,80,479,51,22664,6562,1,2,4,8,Y,Yes,25,3,2,3,9,2,3,3,1,1,0
1408,53,Unknown,No,Travel_Rarely,Data & Analytics,Data Scientist,Computer Science,Divorced,16,2,1,3,80,1189,36,4118,4068,3,1,2,8,Y,Yes,19,3,3,0,35,5,2,34,5,7,4
67,37,Female,No,Travel_Rarely,Product,Product Manager,Other,Married,11,3,1,3,80,623,73,5278,19859,3,4,2,7,Y,Yes,12,4,3,0,16,2,4,7,4,1,4
1048,36,Male,No,Travel_Rarely,Sales,Account Manager,Computer Science,Unknown,11,2,1,2,80,314,30,17516,4321,2,1,4,9,Y,No,18,3,2,1,17,6,3,17,8,0,11
1312,20,Male,No,Travel_Rarely,Customer Support,Customer Support Specialist,Computer Science,Married,6,4,1,1,80,1130,70,20374,3336,4,1,2,1,Y,No,17,3,2,1,3,5,3,2,2,0,2
802,25,Female,No,Travel_Rarely,Sales,Sales Manager,Business Administration,Married,7,4,1,2,80,309,40,3923,4545,2,2,2,6,Y,Yes,17,3,1,0,7,2,3,3,1,0,1
834,33,Female,No,Non-Travel,Engineering,Software Engineer,Computer Science,Single,16,3,1,4,80,943,83,10179,17322,4,4,1,8,Y,Yes,23,3,2,1,10,3,3,9,5,8,1
32,32,Male,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Business Administration,Single,8,3,1,1,80,339,69,21689,5105,2,2,4,9,Y,Yes,15,3,4,0,10,5,3,7,2,6,5
796,36,Female,No,Travel_Rarely,Engineering,Software Engineer,Software Engineering,Divorced,20,3,1,4,80,607,51,26149,6286,2,2,2,3,Y,No,14,3,2,3,15,1,3,0,0,0,0
418,28,Male,Yes,Travel_Rarely,Sales,Sales Executive,Business Administration,Married,1,4,1,4,80,836,95,22184,2695,2,1,2,2,Y,No,23,3,4,1,8,1,4,5,1,2,0
633,34,Female,Yes,Travel_Rarely,Sales,Sales Executive,Marketing,Married,27,4,1,1,80,537,87,21663,3406,3,1,1,2,Y,Yes,20,3,2,0,12,4,1,10,9,3,8
1065,40,Female,Yes,Travel_Rarely,Sales,Sales Executive,Business Administration,Divorced,15,5,1,4,80,714,78,19829,7683,2,2,1,5,Y,No,22,3,1,0,22,2,3,3,2,1,0
65,41,Male,No,Travel_Rarely,Engineering,Senior Software Engineer,Electrical Engineering,Divorced,6,3,1,1,80,326,60,18329,16987,4,5,1,3,Y,No,23,3,3,0,18,2,2,10,4,2,6
140,48,Female,Yes,Travel_Frequently,Engineering,Qa Engineer,Information Technology,Single,2,5,1,3,80,610,78,20453,6932,4,2,4,3,Y,Yes,11,3,2,0,31,1,3,17,17,8,12
1195,24,Male,Yes,Travel_Rarely,Sales,Sales Executive,Business Administration,Single,2,2,1,0,80,1497,63,18280,3232,3,1,3,3,Y,No,18,3,2,1,2,2,1,1,0,0,0
1189,34,Male,No,Travel_Rarely,Customer Support,Customer Support Specialist,Other,Single,20,3,1,3,80,1214,73,14031,3676,3,1,2,2,Y,Yes,21,4,3,2,14,4,2,9,5,9,6
78,32,Female,No,Travel_Rarely,Engineering,Devops Engineer,Other,Married,27,3,1,1,80,336,50,22697,13452,1,4,2,6,Y,No,14,3,1,0,12,1,4,3,3,0,3
492,31,Female,No,Travel_Rarely,Engineering,Software Engineer,Electrical Engineering,Single,7,4,1,2,80,671,70,2258,7804,3,2,2,5,Y,Yes,12,3,3,0,11,1,3,2,2,1,1
1047,44,Female,No,Travel_Rarely,Product,Ux Designer,Information Technology,Divorced,19,4,1,2,80,1098,82,19202,6666,2,2,4,6,Y,Yes,21,3,3,2,22,6,3,13,5,1,11
1126,24,Male,No,Travel_Rarely,Engineering,Software Engineer,Other,Divorced,29,4,1,3,80,599,63,23073,3957,1,1,4,6,Y,No,15,3,2,3,4,1,2,0,0,0,0
533,23,Female,Yes,Travel_Frequently,Engineering,Senior Software Engineer,Unknown,Married,29,4,1,4,80,1317,35,9492,5177,1,2,1,8,Y,No,20,3,2,2,6,2,3,6,3,6,1
66,28,Female,No,Travel_Rarely,Data & Analytics,Data Scientist,Information Technology,Married,1,3,1,0,80,495,63,13725,3231,3,1,3,9,Y,No,21,3,3,1,10,4,3,7,4,0,4
1427,20,Male,Yes,Non-Travel,Engineering,Qa Engineer,Software Engineering,Single,16,4,1,1,80,552,81,19105,2659,1,1,3,7,Y,No,13,3,3,0,0,6,3,0,0,0,0
889,44,Female,Yes,Travel_Rarely,Data & Analytics,Data Engineer,Information Technology,Divorced,16,2,1,1,80,693,88,17363,4127,2,1,2,0,Y,No,18,4,1,0,27,4,0,20,1,1,4
1422,25,Male,No,Non-Travel,Engineering,Software Engineer,Computer Science,Married,3,3,1,3,80,526,47,5620,7557,1,3,2,1,Y,Yes,25,3,3,2,6,4,3,0,0,0,0
297,30,Male,No,Travel_Rarely,Product,Product Manager,Business Administration,Divorced,21,2,1,2,80,479,31,12919,3641,2,1,4,1,Y,Yes,22,4,1,2,12,2,3,1,1,1,0
592,39,Female,Yes,Travel_Frequently,Data & Analytics,Data Engineer,Computer Science,Married,4,3,1,0,80,1290,47,20438,4910,3,2,1,2,Y,No,21,3,4,1,19,2,3,13,2,1,11
420,34,Female,No,Travel_Rarely,Engineering,Software Engineer,Electrical Engineering,Married,15,2,1,1,80,756,39,18863,3088,4,1,3,5,Y,No,19,3,4,2,17,1,2,6,1,4,1
768,20,Male,Yes,Travel_Rarely,Marketing,Marketing Specialist,Marketing,Divorced,8,4,1,4,80,1196,48,9288,7406,2,3,3,4,Y,No,12,3,4,1,0,2,2,0,0,0,0
439,35,Male,No,Travel_Rarely,Product,Product Analyst,Computer Science,Married,20,4,1,3,80,616,71,2298,4829,3,1,4,2,Y,No,25,4,3,0,11,2,3,1,1,0,0
262,42,Male,No,Travel_Rarely,Sales,Sales Manager,Business Administration,Single,16,4,1,2,80,1371,54,11209,3908,4,1,1,6,Y,No,14,3,3,1,24,1,3,6,1,0,3
1124,36,Male,No,Travel_Rarely,Marketing,Content Strategist,Marketing,Divorced,21,4,1,2,80,104,58,5311,9377,1,4,2,5,Y,Yes,21,3,3,1,19,4,1,14,4,5,14
725,40,Male,Yes,Travel_Rarely,Engineering,Devops Engineer,Other,Single,9,3,1,2,80,449,67,17296,4590,3,1,4,1,Y,No,12,3,2,0,24,2,3,8,6,6,4
1371,35,Female,No,Travel_Rarely,Engineering,Software Engineer,Software Engineering,Married,15,3,1,2,80,782,61,10970,20582,1,4,4,4,Y,No,17,3,4,0,13,2,4,9,9,3,3
282,29,Female,No,Travel_Frequently,Human Resources,Unknown,Human Resources,Married,7,1,1,3,80,396,59,5251,3066,2,1,2,1,Y,Yes,11,3,4,0,9,2,3,1,1,1,1
627,29,Female,No,Travel_Rarely,Product,Product Manager,Business Administration,Married,25,3,1,4,80,983,44,10404,7845,4,2,3,9,Y,No,19,4,4,1,6,3,4,2,2,2,1
998,40,Female,No,Travel_Frequently,Customer Support,Technical Support Engineer,Computer Science,Married,8,5,1,4,80,778,40,25769,5274,4,2,3,5,Y,Yes,24,3,3,1,21,2,3,3,0,1,0
1045,34,Male,No,Travel_Rarely,It Operations,System Administrator,Computer Science,Single,8,1,1,3,80,1209,51,21923,10727,2,3,1,6,Y,No,19,3,1,1,15,3,4,3,0,0,2
1434,31,Female,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Human Resources,Single,7,4,1,0,80,1006,65,9469,5731,4,2,3,7,Y,Yes,20,3,3,1,12,5,2,10,2,7,0
189,37,Male,Yes,Non-Travel,Engineering,Senior Software Engineer,Other,Single,2,4,1,1,80,925,66,21055,2622,2,1,1,2,Y,No,23,3,3,1,19,2,3,18,11,3,1
1193,32,Male,No,Non-Travel,Engineering,Software Engineer,Information Technology,Married,5,3,1,4,80,1092,98,2572,4996,2,3,2,1,Y,Yes,19,3,1,1,15,2,3,9,7,4,9
252,37,Female,No,Travel_Rarely,Engineering,Software Engineer,Other,Married,26,2,1,2,80,1334,83,21365,16541,4,5,2,6,Y,No,20,3,2,2,17,3,2,5,0,1,0
584,20,Female,No,Travel_Rarely,Engineering,Qa Engineer,Other,Married,6,5,1,4,80,1315,99,26180,2551,2,1,3,9,Y,Yes,19,3,2,0,0,2,1,0,0,0,0
1027,33,Male,No,Travel_Rarely,Sales,Sales Manager,Computer Science,Single,11,3,1,1,80,643,42,17627,7742,4,2,4,5,Y,Yes,20,4,3,1,11,4,3,8,8,6,3
1341,35,Male,No,Non-Travel,Product,Product Manager,Computer Science,Married,10,4,1,3,80,1046,81,10541,17490,4,5,1,1,Y,No,13,3,4,1,14,2,3,13,4,11,5
946,25,Male,No,Travel_Rarely,Engineering,Devops Engineer,Information Technology,Married,21,4,1,2,80,282,92,9537,3850,1,1,1,9,Y,No,13,3,1,1,6,2,3,4,2,2,0
515,40,Female,Yes,Travel_Rarely,Engineering,Engineering Manager,Other,Married,25,3,1,3,80,751,80,23743,7776,1,3,1,8,Y,Yes,13,4,1,0,24,1,3,2,1,1,2
1057,35,Male,No,Travel_Rarely,Product,Product Manager,Other,Married,9,2,1,1,80,1344,86,20159,2953,4,1,2,1,Y,No,16,3,2,1,18,2,3,14,10,9,7
1063,40,Male,Yes,Travel_Frequently,Marketing,Marketing Specialist,Marketing,Single,29,4,1,0,80,158,58,19677,16036,3,4,2,0,Y,Yes,19,3,2,3,18,3,3,5,4,2,5
1401,40,Male,No,Travel_Rarely,Engineering,Qa Engineer,Information Technology,Single,10,3,1,2,80,206,83,5016,7907,2,2,4,4,Y,Yes,13,3,3,1,19,5,3,6,6,3,6
707,34,Male,No,Travel_Rarely,Engineering,Qa Engineer,Other,Divorced,18,5,1,3,80,312,38,19750,5873,4,2,3,4,Y,Yes,21,4,4,2,14,5,3,1,0,0,0
488,26,Male,No,Travel_Rarely,Customer Support,Support Team Lead,Computer Science,Married,2,2,1,3,80,319,94,15191,4773,1,2,4,2,Y,No,17,4,3,2,3,1,3,1,0,1,1
664,25,Male,Yes,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Business Administration,Divorced,27,5,1,1,80,685,52,9674,3973,1,2,2,7,Y,Yes,15,3,4,1,3,4,3,3,2,0,0
1125,39,Male,No,Travel_Rarely,Human Resources,Hr Manager,Business Administration,Unknown,18,3,1,1,80,855,43,2731,15244,3,4,4,5,Y,No,17,3,2,1,18,4,3,16,9,10,8
1133,36,Male,No,Travel_Rarely,Sales,Account Manager,Business Administration,Single,21,2,1,3,80,941,34,13103,4929,1,2,3,3,Y,No,24,3,1,2,17,3,3,15,1,2,8
274,47,Male,Yes,Travel_Frequently,Sales,Sales Manager,Marketing,Married,7,3,1,4,80,304,69,3167,4196,2,1,1,9,Y,No,18,3,2,1,26,5,3,14,6,6,6
686,24,Female,No,Travel_Frequently,Marketing,Content Strategist,Marketing,Married,18,2,1,2,80,995,68,20529,3993,4,1,3,3,Y,No,20,3,2,1,4,1,3,4,1,2,1
1233,20,Male,No,Travel_Rarely,Sales,Account Manager,Marketing,Single,27,3,1,2,80,1095,75,12220,6766,1,2,4,1,Y,No,24,3,1,0,1,3,3,1,0,0,1
878,39,Male,No,Travel_Rarely,Data & Analytics,Bi Analyst,Statistics,Divorced,20,2,1,1,80,1137,44,24504,10026,1,3,4,2,Y,No,25,3,3,1,21,3,3,2,1,2,2
1445,31,Male,Yes,Travel_Rarely,Engineering,Software Engineer,Other,Divorced,14,2,1,4,80,108,75,6448,11645,4,3,1,9,Y,Yes,15,3,3,1,7,6,2,5,3,4,2
1336,25,Female,Yes,Travel_Rarely,Engineering,Senior Software Engineer,Other,Married,7,5,1,2,80,1257,79,19821,5671,2,2,2,7,Y,Yes,11,3,3,2,9,2,3,4,2,2,0
449,44,Female,No,Travel_Rarely,Data & Analytics,Data Analyst,Data Science,Married,15,3,1,3,80,124,69,12434,5769,1,2,3,0,Y,No,13,3,3,1,27,4,1,7,0,2,6
412,37,Female,Yes,Travel_Rarely,Marketing,Content Strategist,Marketing,Divorced,17,4,1,1,80,1498,31,15894,12133,1,3,4,5,Y,No,13,3,2,1,13,5,3,1,1,0,1
459,33,Male,No,Travel_Rarely,Engineering,Qa Engineer,Computer Science,Divorced,16,3,1,2,80,176,51,24949,3544,2,1,3,9,Y,Yes,19,4,4,2,14,1,1,14,3,3,3
377,40,Male,No,Travel_Rarely,Customer Support,Technical Support Engineer,Business Administration,Married,28,4,1,1,80,131,74,18988,10572,1,3,2,4,Y,No,14,3,3,1,21,0,3,20,16,10,8
1295,41,Male,Yes,Non-Travel,Customer Support,Support Team Lead,Business Administration,Married,11,2,1,4,80,214,75,10007,3102,4,1,4,8,Y,Yes,15,3,3,0,17,2,3,9,5,7,4
668,46,Male,No,Travel_Rarely,Engineering,Senior Software Engineer,Unknown,Married,15,4,1,1,80,821.5,82,9843,9498,1,3,3,8,Y,Yes,14,3,2,1,29,4,3,20,6,13,8
1228,39,Male,Yes,Travel_Rarely,Sales,Sales Executive,Computer Science,Single,15,4,1,4,80,1019,91,18184,3183,3,2,1,6,Y,No,21,3,3,0,17,5,3,12,8,1,11
150,43,Male,No,Travel_Rarely,Marketing,Content Strategist,Marketing,Single,16,2,1,2,80,1329,87,3247,4012,2,1,4,4,Y,No,23,3,3,1,24,1,2,21,1,11,18
1232,25,Male,No,Travel_Rarely,Sales,Account Manager,Unknown,Single,19,3,1,4,80,1268,99,14831,25000,3,5,3,0,Y,Yes,25,3,4,3,4,2,3,2,1,0,1
1187,24,Female,No,Travel_Rarely,It Operations,It Support Engineer,Computer Science,Married,4,3,1,4,80,214,70,26628,4192,2,2,4,7,Y,No,19,3,4,0,4,1,2,1,1,0,0
734,37,Male,No,Travel_Rarely,Engineering,Software Engineer,Electrical Engineering,Divorced,22,3,1,2,80,1047,86,11847,6234,4,2,1,6,Y,No,19,4,2,0,14,3,3,5,1,1,0
219,24,Male,Yes,Non-Travel,Engineering,Software Engineer,Software Engineering,Single,19,3,1,4,80,199,41,22230,3521,3,1,2,6,Y,No,15,4,2,0,5,4,3,0,0,0,0
240,44,Male,Yes,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Human Resources,Married,1,3,1,3,80,1146,92,14840,25000,3,5,1,0,Y,No,13,4,1,0,23,1,3,17,9,11,8
1071,40,Female,No,Travel_Rarely,Marketing,Marketing Specialist,Marketing,Single,12,3,1,1,80,984,76,14840,3572,4,1,3,1,Y,No,22,3,2,2,23,4,3,5,5,0,3
868,38,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Other,Single,11,3,1,2,80,1191,45,12097,11823,1,3,3,4,Y,No,11,3,3,0,22,1,3,17,7,6,16
726,36,Male,No,Travel_Rarely,Sales,Sales Executive,Business Administration,Married,23,4,1,2,80,1261,98,11995,14005,2,3,4,8,Y,Yes,18,3,2,0,15,2,3,2,2,1,1
193,48,Male,No,Travel_Rarely,Engineering,Software Engineer,Software Engineering,Single,14,4,1,4,80,1381,65,14780,1278,3,1,1,2,Y,No,15,3,3,2,26,2,2,20,6,6,4
793,41,Male,No,Travel_Rarely,Customer Support,Support Team Lead,Computer Science,Divorced,6,1,1,3,80,1396,62,23282,9068,4,3,1,2,Y,No,14,3,2,1,18,4,3,3,2,2,2
192,30,Male,No,Travel_Rarely,Sales,Sales Manager,Computer Science,Single,8,4,1,3,80,1023,92,25269,14068,1,4,2,7,Y,Yes,25,3,2,0,9,2,0,6,3,4,5
1313,26,Male,No,Travel_Frequently,Human Resources,Hr Executive,Unknown,Single,20,4,1,1,80,925,53,25372,3552,1,1,4,0,Y,No,24,3,1,0,4,3,4,0,0,0,0
940,35,Male,No,Travel_Rarely,Engineering,Devops Engineer,Other,Single,15,3,1,1,80,913,39,23833,21683,2,5,2,1,Y,No,20,3,4,1,15,2,4,3,3,2,3
944,43,Female,No,Travel_Frequently,Product,Product Analyst,Information Technology,Single,4,3,1,4,80,982,49,19955,9181,4,2,1,1,Y,No,22,4,3,0,26,3,3,12,10,7,4
645,40,Male,No,Travel_Frequently,Engineering,Senior Software Engineer,Information Technology,Married,25,5,1,2,80,754,80,17911,7820,4,2,1,1,Y,Unknown,18,4,4,2,24,5,3,14,7,10,14
